id_usuario,fechas_de_nacimiento,ciudad,nivel_educativo,Sueldo
148683,1975-11-18 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,128118
148685,1975-01-09 05:00:00,Santiago,Profesional - Licenciatura,198630
148687,1975-08-28 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,161640
148693,1975-08-31 05:00:00,Santiago,Profesional - Licenciatura,172306
148695,1975-06-10 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,262153
148696,1975-11-12 05:00:00,Santiago,Profesional - Licenciatura,138037
148699,1975-03-28 05:00:00,Santiago,Profesional - Licenciatura,145371
148703,1976-12-18 05:00:00,Santiago,Profesional - Licenciatura,244606
148704,1976-04-17 05:00:00,Santiago,Tecnico Universitario,105289
148707,1976-11-20 05:00:00,Santiago,Especializacion - Postgrado,128988
148713,1976-02-07 05:00:00,Santiago,Profesional - Licenciatura,112141
148716,1976-05-20 05:00:00,Santiago,Tecnico Universitario,205101
148717,1976-08-14 05:00:00,Santiago,Profesional - Licenciatura,266872
148721,1976-08-13 05:00:00,Santiago,Especializacion - Postgrado,101738
148723,1976-02-21 05:00:00,Santiago,Profesional - Licenciatura,296308
148725,1976-03-19 05:00:00,Santiago,Especializacion - Postgrado,345069
148726,1976-08-17 05:00:00,Santiago,Profesional - Licenciatura,324756
148877,1976-12-07 05:00:00,Santiago,Profesional - Licenciatura,198753
148879,1976-01-23 05:00:00,Santiago,Bachillerato - Secundaria,195842
148880,1976-02-03 05:00:00,Santiago,Especializacion - Postgrado,206474
148884,1977-04-16 05:00:00,Santiago,Profesional - Licenciatura,274487
148886,1977-03-16 05:00:00,Santiago,Profesional - Licenciatura,279197
148889,1977-09-25 05:00:00,Santiago,Maestria,338440
148895,1977-07-18 05:00:00,Santiago,Profesional - Licenciatura,108198
148898,1977-05-30 05:00:00,Santiago,Profesional - Licenciatura,183086
148900,1977-12-21 05:00:00,Santiago,Profesional - Licenciatura,326576
148903,1977-06-01 05:00:00,Santiago,Profesional - Licenciatura,301438
148905,1977-12-10 05:00:00,Santiago,Profesional - Licenciatura,188366
148907,1977-03-11 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,263288
148908,1977-08-09 05:00:00,Santiago,Tecnico Universitario,146339
148909,1977-04-02 05:00:00,Santiago,Especializacion - Postgrado,302882
148910,1977-06-25 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,132556
148911,1977-06-15 05:00:00,Santiago,Profesional - Licenciatura,342510
148914,1977-12-19 05:00:00,Santiago,Especializacion - Postgrado,151606
148915,1976-07-27 05:00:00,Santiago,Profesional - Licenciatura,147694
148916,1977-10-13 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,98828
148919,1977-10-11 05:00:00,Santiago,Tecnico Universitario,122269
148920,1977-11-11 05:00:00,Santiago,Tecnico Universitario,114363
148921,1977-07-04 05:00:00,Santiago,Profesional - Licenciatura,188636
148922,1977-02-20 05:00:00,Santiago,Profesional - Licenciatura,315622
148924,1977-03-22 05:00:00,Santiago,Tecnico Universitario,290526
148925,1977-06-12 05:00:00,Santiago,Profesional - Licenciatura,115928
148928,1977-03-29 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,285497
148929,1978-01-21 05:00:00,Santiago,Profesional - Licenciatura,278940
148933,1978-05-10 05:00:00,Santiago,Profesional - Licenciatura,302574
148938,1978-06-04 05:00:00,Santiago,Especializacion - Postgrado,337628
148939,1978-06-14 05:00:00,Santiago,Bachillerato - Secundaria,124320
148942,1978-02-27 05:00:00,Santiago,Especializacion - Postgrado,80809
148946,1978-10-21 05:00:00,Santiago,Profesional - Licenciatura,232587
148948,1975-10-07 05:00:00,Santiago,Tecnico Universitario,301403
148949,1978-05-25 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,168395
148952,1977-11-07 05:00:00,Santiago,Bachillerato - Secundaria,124851
148953,1978-01-23 05:00:00,Santiago,Tecnico Universitario,131555
148957,1973-06-21 05:00:00,Santiago,Profesional - Licenciatura,122019
148958,1978-02-12 05:00:00,Santiago,Profesional - Licenciatura,272414
148959,1978-04-19 05:00:00,Santiago,Profesional - Licenciatura,337982
148962,1978-10-18 05:00:00,Santiago,Profesional - Licenciatura,315918
148963,1978-03-01 05:00:00,Santiago,Profesional - Licenciatura,82393
148964,1978-06-13 05:00:00,Santiago,Profesional - Licenciatura,204468
148968,1978-08-08 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,242989
148970,1978-11-06 05:00:00,Santiago,Maestria,198747
148972,1978-12-06 05:00:00,Santiago,Profesional - Licenciatura,279982
148976,1979-03-29 05:00:00,Santiago,Profesional - Licenciatura,129090
148977,1979-08-11 05:00:00,Santiago,Especializacion - Postgrado,133546
148979,1979-11-09 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,216178
148980,1979-04-10 05:00:00,Santiago,Tecnico Universitario,202147
148981,1979-05-17 05:00:00,Santiago,Profesional - Licenciatura,153350
148982,1979-08-15 05:00:00,Santiago,Profesional - Licenciatura,306397
148985,1979-05-28 05:00:00,Santiago,Profesional - Licenciatura,307867
148986,1979-09-18 05:00:00,Santiago,Tecnico Universitario,149723
148987,1979-03-30 05:00:00,Santiago,Especializacion - Postgrado,279287
148992,1975-10-15 05:00:00,Santiago,Tecnico Universitario,224587
148995,1979-08-23 05:00:00,Santiago,Profesional - Licenciatura,183188
148996,1979-03-03 05:00:00,Santiago,Maestria,279333
148998,1979-06-19 05:00:00,Santiago,Bachillerato - Secundaria,200926
149002,1979-09-17 05:00:00,Santiago,Profesional - Licenciatura,108784
149003,1979-02-02 05:00:00,Santiago,Primaria,193576
149006,1979-11-21 05:00:00,Santiago,Profesional - Licenciatura,243547
149007,1978-08-27 05:00:00,Santiago,Tecnico Universitario,333949
149015,1978-12-13 05:00:00,Santiago,Profesional - Licenciatura,68704
149017,1979-08-11 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,285067
149018,1979-08-18 05:00:00,Santiago,Profesional - Licenciatura,180301
149019,1979-02-03 05:00:00,Santiago,Profesional - Licenciatura,72919
149020,1979-10-01 05:00:00,Santiago,Especializacion - Postgrado,127202
149021,1979-10-13 05:00:00,Temuco,Tecnico Universitario,141430
149022,1978-12-04 05:00:00,Santiago,Tecnico Universitario,246223
149023,1979-10-23 05:00:00,Santiago,Especializacion - Postgrado,123436
149024,1980-01-23 05:00:00,Santiago,Especializacion - Postgrado,198675
149025,1980-10-11 05:00:00,Santiago,Especializacion - Postgrado,136313
149026,1980-03-05 05:00:00,Santiago,Profesional - Licenciatura,165231
149028,1980-11-06 05:00:00,Santiago,Profesional - Licenciatura,204518
149031,1980-04-24 05:00:00,Santiago,Profesional - Licenciatura,247976
149033,1980-08-09 05:00:00,Santiago,Profesional - Licenciatura,141389
149034,1980-09-14 05:00:00,Santiago,Profesional - Licenciatura,175309
149035,1980-12-17 05:00:00,Santiago,Profesional - Licenciatura,301999
149037,1980-06-24 05:00:00,Santiago,Profesional - Licenciatura,319411
149044,1979-01-08 05:00:00,Santiago,Especializacion - Postgrado,193414
149045,1979-03-07 05:00:00,Santiago,Doctorado,197466
149047,1980-03-16 05:00:00,Santiago,Especializacion - Postgrado,231642
149048,1980-07-19 05:00:00,Santiago,Profesional - Licenciatura,244113
149056,1979-10-04 05:00:00,Santiago,Bachillerato - Secundaria,189098
149057,1980-08-14 05:00:00,Santiago,Especializacion - Postgrado,249947
149058,1980-01-18 05:00:00,Santiago,Especializacion - Postgrado,293031
149062,1980-02-23 05:00:00,Santiago,Profesional - Licenciatura,218112
149064,1980-03-30 05:00:00,Santiago,Tecnico Universitario,295016
149065,1980-05-01 05:00:00,Santiago,Tecnico Universitario,216592
149066,1980-07-14 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,333557
149069,1981-07-07 05:00:00,Santiago,Especializacion - Postgrado,303244
149071,1981-07-24 05:00:00,Santiago,Especializacion - Postgrado,269725
149075,1981-12-04 05:00:00,Santiago,Profesional - Licenciatura,170685
149078,1981-02-11 05:00:00,Santiago,Profesional - Licenciatura,157341
149079,1981-02-25 05:00:00,Santiago,Profesional - Licenciatura,291545
149080,1981-10-21 05:00:00,Santiago,Profesional - Licenciatura,114234
149081,1981-09-11 05:00:00,Santiago,Especializacion - Postgrado,269156
149086,1981-07-09 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,223728
149089,1981-05-28 05:00:00,Santiago,Profesional - Licenciatura,341568
149091,1981-09-16 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,230430
149094,1981-01-20 05:00:00,Santiago,Primaria,84824
149096,1981-11-27 05:00:00,Santiago,Especializacion - Postgrado,100455
149097,1981-03-18 05:00:00,Santiago,Profesional - Licenciatura,83320
149103,1981-10-26 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,176026
149106,1980-11-18 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,306259
149108,1981-02-11 05:00:00,Santiago,Bachillerato - Secundaria,174048
149110,1981-04-23 05:00:00,Santiago,Profesional - Licenciatura,237542
149111,1981-10-05 05:00:00,Santiago,Profesional - Licenciatura,269414
149114,1981-02-06 05:00:00,Santiago,Tecnico Universitario,248514
149115,1981-03-13 05:00:00,Santiago,Maestria,72157
149116,1981-04-25 05:00:00,Santiago,Profesional - Licenciatura,106700
149118,1981-10-21 05:00:00,Santiago,Profesional - Licenciatura,159772
149123,1981-05-12 05:00:00,Santiago,Tecnico Universitario,241783
149124,1974-06-06 05:00:00,Santiago,Maestria,215835
149127,1972-07-27 05:00:00,Santiago,Profesional - Licenciatura,199852
149128,1974-04-27 05:00:00,Santiago,Especializacion - Postgrado,120303
149131,1975-10-21 05:00:00,Santiago,Tecnico Universitario,260564
149132,1977-03-20 05:00:00,Santiago,Tecnico Universitario,274667
149140,1980-09-22 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,244560
149142,1980-10-01 05:00:00,Santiago,Tecnico Universitario,190842
149146,1979-09-23 05:00:00,Santiago,Especializacion - Postgrado,254049
149147,1976-08-13 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,238764
149148,1973-12-28 05:00:00,Santiago,Profesional - Licenciatura,348806
149149,1977-04-05 05:00:00,Santiago,Profesional - Licenciatura,138960
149150,1980-11-29 05:00:00,Santiago,Tecnico Universitario,215508
149151,1979-06-07 05:00:00,Santiago,Especializacion - Postgrado,268071
149154,1975-09-30 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,209252
149156,1974-09-27 05:00:00,Santiago,Especializacion - Postgrado,206165
149157,1973-03-25 05:00:00,Santiago,Especializacion - Postgrado,209713
149158,1980-02-20 05:00:00,Santiago,Tecnico Universitario,160641
149159,1980-10-27 05:00:00,Santiago,Tecnico Universitario,340550
149160,1976-02-26 05:00:00,Santiago,Profesional - Licenciatura,289822
149162,1978-05-01 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,170294
149164,1981-09-11 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,269477
149166,1991-03-30 05:00:00,Santiago,Profesional - Licenciatura,176317
149171,1965-05-30 05:00:00,Santiago,Profesional - Licenciatura,73200
149173,1981-10-14 05:00:00,Santiago,Tecnico Universitario,346698
149175,1979-11-28 05:00:00,Santiago,Profesional - Licenciatura,131549
149176,1991-11-27 05:00:00,Santiago,Profesional - Licenciatura,259054
149179,1982-06-28 05:00:00,Santiago,Profesional - Licenciatura,124694
149180,1983-05-01 05:00:00,Santiago,Profesional - Licenciatura,132065
149185,1982-05-10 05:00:00,Santiago,Tecnico Universitario,268986
149186,1982-09-20 05:00:00,Santiago,Profesional - Licenciatura,161612
149187,1984-03-30 05:00:00,Santiago,Profesional - Licenciatura,82713
149189,1982-05-02 05:00:00,Santiago,Especializacion - Postgrado,130667
149190,1978-12-23 05:00:00,Santiago,Bachillerato - Secundaria,314553
149191,1981-04-27 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,230694
149192,1982-02-09 05:00:00,Santiago,Profesional - Licenciatura,268530
149197,1981-12-19 05:00:00,Santiago,Profesional - Licenciatura,197878
149201,1982-11-22 05:00:00,Santiago,Profesional - Licenciatura,252823
149202,1982-01-07 05:00:00,Santiago,Especializacion - Postgrado,239670
149204,1983-01-15 05:00:00,Santiago,Profesional - Licenciatura,189471
149205,1982-08-15 05:00:00,Santiago,Profesional - Licenciatura,162816
149207,1983-09-09 05:00:00,Santiago,Profesional - Licenciatura,78070
149210,1984-11-03 05:00:00,Santiago,Tecnico Universitario,81228
149214,1982-12-23 05:00:00,Santiago,Maestria,326280
149217,1982-11-11 05:00:00,Santiago,Profesional - Licenciatura,283187
149218,1982-10-24 05:00:00,Santiago,Profesional - Licenciatura,143899
149219,1982-01-29 05:00:00,Santiago,Tecnico Universitario,130662
149223,1982-10-28 05:00:00,Santiago,Especializacion - Postgrado,194911
149224,1983-04-05 05:00:00,Santiago,Especializacion - Postgrado,337353
149225,1983-05-30 05:00:00,Santiago,Profesional - Licenciatura,343717
149230,1982-05-12 05:00:00,Santiago,Profesional - Licenciatura,186442
149232,1983-03-31 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,151253
149233,1983-06-01 05:00:00,Santiago,Profesional - Licenciatura,300222
149236,1982-01-27 05:00:00,Santiago,Profesional - Licenciatura,135686
149237,2021-04-15 05:00:00,Santiago,Profesional - Licenciatura,99285
149239,1982-10-29 05:00:00,Santiago,Profesional - Licenciatura,161443
149240,1982-11-30 05:00:00,Santiago,Profesional - Licenciatura,105549
149241,1983-06-04 05:00:00,Santiago,Profesional - Licenciatura,116674
149250,1983-02-08 05:00:00,Santiago,Profesional - Licenciatura,75437
149257,1983-02-08 05:00:00,Santiago,Profesional - Licenciatura,92418
149259,1983-02-19 05:00:00,Santiago,Profesional - Licenciatura,70275
149260,1982-05-09 05:00:00,Santiago,Profesional - Licenciatura,158048
149264,1983-04-10 05:00:00,Santiago,Tecnico Universitario,229482
149265,1982-01-08 05:00:00,Santiago,Profesional - Licenciatura,210602
149266,1981-11-09 05:00:00,Santiago,Especializacion - Postgrado,168135
149269,1982-11-23 05:00:00,Santiago,Tecnico Universitario,217795
149270,1981-12-02 05:00:00,Santiago,Tecnico Universitario,276679
149275,1982-09-25 05:00:00,Santiago,Profesional - Licenciatura,116286
149280,1982-04-08 05:00:00,Santiago,Profesional - Licenciatura,207631
149281,1982-06-01 05:00:00,Santiago,Maestria,253114
149283,1982-12-30 05:00:00,Santiago,Maestria,85706
149285,1983-03-02 05:00:00,Santiago,Profesional - Licenciatura,110745
149287,1983-05-08 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,302366
149289,1982-02-28 05:00:00,Santiago,Maestria,309623
149295,1984-02-18 05:00:00,Santiago,Primaria,140566
149296,1983-03-29 05:00:00,Santiago,Tecnico Universitario,297536
149297,1984-02-06 05:00:00,Santiago,Bachillerato - Secundaria,244135
149301,1983-10-23 05:00:00,Santiago,Tecnico Universitario,120575
149302,1983-01-09 05:00:00,Santiago,Especializacion - Postgrado,69295
149310,1983-09-02 05:00:00,Santiago,Profesional - Licenciatura,135951
149311,1983-10-17 05:00:00,Santiago,Especializacion - Postgrado,93175
149315,1983-12-27 05:00:00,Santiago,Profesional - Licenciatura,120237
149316,1984-06-03 05:00:00,Santiago,Tecnico Universitario,135810
149317,1984-09-04 05:00:00,Santiago,Profesional - Licenciatura,81752
149320,1983-11-10 05:00:00,Santiago,Profesional - Licenciatura,179367
149324,1983-06-08 05:00:00,Santiago,Profesional - Licenciatura,181337
149326,1983-11-30 05:00:00,Santiago,Profesional - Licenciatura,223595
149333,1984-03-28 05:00:00,Santiago,Profesional - Licenciatura,326041
149334,1984-05-24 05:00:00,Santiago,Profesional - Licenciatura,192906
149335,1984-08-31 05:00:00,Santiago,Profesional - Licenciatura,125348
149338,1984-09-29 05:00:00,Santiago,Maestria,80888
149343,1984-03-10 05:00:00,Santiago,Profesional - Licenciatura,210540
149346,1984-04-30 05:00:00,Arica,Profesional - Licenciatura,140681
149348,1984-01-07 05:00:00,Santiago,Tecnico Universitario,294355
149350,1983-09-30 05:00:00,Santiago,Profesional - Licenciatura,115890
149352,1984-02-28 05:00:00,Santiago,Especializacion - Postgrado,231025
149353,1983-08-19 05:00:00,Santiago,Maestria,261289
149358,1983-08-28 05:00:00,Santiago,Profesional - Licenciatura,233065
149359,1983-09-12 05:00:00,Santiago,Bachillerato - Secundaria,88519
149361,1983-11-09 05:00:00,Santiago,Maestria,254582
149362,1984-01-12 05:00:00,Santiago,Profesional - Licenciatura,236226
149365,1984-12-26 05:00:00,Santiago,Profesional - Licenciatura,315108
149368,1984-10-20 05:00:00,Santiago,Profesional - Licenciatura,346620
149369,1984-01-06 05:00:00,Santiago,Profesional - Licenciatura,168865
149379,1984-03-20 05:00:00,Santiago,Profesional - Licenciatura,204913
149380,1984-12-12 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,238445
149382,1984-03-16 05:00:00,Santiago,Especializacion - Postgrado,318812
149386,1984-10-23 05:00:00,Santiago,Maestria,162628
149390,1984-07-26 05:00:00,Santiago,Profesional - Licenciatura,245265
149392,1984-11-08 05:00:00,Santiago,Bachillerato - Secundaria,318373
149394,1984-10-06 05:00:00,Santiago,Maestria,240473
149395,1985-06-28 05:00:00,Santiago,Profesional - Licenciatura,343925
149397,1984-11-08 05:00:00,Santiago,Tecnico Universitario,260321
149399,1985-03-02 05:00:00,Santiago,Profesional - Licenciatura,112203
149402,1984-09-27 05:00:00,Santiago,Profesional - Licenciatura,282443
149404,1984-11-17 05:00:00,Santiago,Profesional - Licenciatura,310254
149405,1984-06-07 05:00:00,Santiago,Profesional - Licenciatura,126103
149406,1985-06-20 05:00:00,Santiago,Especializacion - Postgrado,130667
149410,1984-09-14 05:00:00,Santiago,Profesional - Licenciatura,239784
149413,1985-01-15 05:00:00,Santiago,Profesional - Licenciatura,160003
149415,1985-03-29 05:00:00,Santiago,Profesional - Licenciatura,150116
149418,1985-09-30 05:00:00,Santiago,Tecnico Universitario,125445
149419,1984-12-14 05:00:00,Santiago,Maestria,231715
149425,1985-04-10 05:00:00,Santiago,Especializacion - Postgrado,196700
149427,1985-09-08 05:00:00,Santiago,Maestria,129262
149428,1985-10-18 05:00:00,Santiago,Especializacion - Postgrado,83786
149433,1985-10-18 05:00:00,Santiago,Profesional - Licenciatura,295333
149435,1985-03-08 05:00:00,Santiago,Profesional - Licenciatura,119919
149436,1985-05-08 05:00:00,Santiago,Especializacion - Postgrado,290005
149437,1985-02-20 05:00:00,Santiago,Profesional - Licenciatura,233773
149441,1985-02-03 05:00:00,Santiago,Profesional - Licenciatura,251235
149443,1985-04-14 05:00:00,Santiago,Maestria,267308
149446,1985-04-24 05:00:00,Santiago,Profesional - Licenciatura,251123
149450,1985-10-30 05:00:00,Santiago,Especializacion - Postgrado,294635
149453,1985-03-30 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,213462
149454,1985-11-18 05:00:00,Santiago,Profesional - Licenciatura,71610
149456,1985-05-31 05:00:00,Santiago,Bachillerato - Secundaria,208330
149459,1985-11-17 05:00:00,Santiago,Profesional - Licenciatura,212175
149460,1985-10-19 05:00:00,Santiago,Especializacion - Postgrado,140452
149462,1985-08-26 05:00:00,Santiago,Profesional - Licenciatura,261857
149463,1985-04-22 05:00:00,Santiago,Profesional - Licenciatura,281612
149474,1986-10-06 05:00:00,Santiago,Profesional - Licenciatura,348445
149478,1986-08-14 05:00:00,Santiago,Profesional - Licenciatura,226962
149479,1985-12-18 05:00:00,Santiago,Profesional - Licenciatura,90848
149482,1985-11-27 05:00:00,Santiago,Profesional - Licenciatura,145180
149486,1985-12-14 05:00:00,Santiago,Profesional - Licenciatura,184818
149489,1986-02-19 05:00:00,Santiago,Tecnico Universitario,344792
149490,1986-03-13 05:00:00,Santiago,Profesional - Licenciatura,92757
149493,1986-05-18 05:00:00,Santiago,Profesional - Licenciatura,235989
149496,1986-09-19 05:00:00,Santiago,Profesional - Licenciatura,310467
149500,1986-06-13 05:00:00,Santiago,Profesional - Licenciatura,162494
149502,1986-10-11 05:00:00,Santiago,Profesional - Licenciatura,68398
149503,1986-11-14 05:00:00,Santiago,Profesional - Licenciatura,243008
149509,1987-06-18 05:00:00,Santiago,Especializacion - Postgrado,173287
149511,1987-06-23 05:00:00,Santiago,Profesional - Licenciatura,78953
149519,1986-09-22 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,149288
149521,1987-09-11 05:00:00,Santiago,Tecnico Universitario,236744
149528,1986-10-07 05:00:00,Santiago,Profesional - Licenciatura,81770
149529,1986-11-04 05:00:00,Santiago,Profesional - Licenciatura,230752
149534,1986-10-31 05:00:00,Santiago,Profesional - Licenciatura,321219
149535,1987-04-15 05:00:00,Santiago,Profesional - Licenciatura,185578
149537,1987-04-27 05:00:00,Santiago,Profesional - Licenciatura,141974
149541,1986-09-18 05:00:00,Santiago,Profesional - Licenciatura,199021
149543,1986-09-20 05:00:00,Santiago,Maestria,124765
149544,1986-09-27 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,311180
149545,1987-01-28 05:00:00,Santiago,Profesional - Licenciatura,321594
149548,1987-07-13 05:00:00,Santiago,Tecnico Universitario,218958
149549,1987-01-26 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,218085
149550,1987-03-28 05:00:00,Santiago,Profesional - Licenciatura,99862
149552,1987-01-21 05:00:00,Santiago,Profesional - Licenciatura,270158
149554,1985-06-15 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,269549
149559,1987-04-21 05:00:00,Santiago,Profesional - Licenciatura,340471
149566,1987-12-21 05:00:00,Santiago,Profesional - Licenciatura,311647
149570,1988-03-15 05:00:00,Santiago,Especializacion - Postgrado,308605
149571,1988-04-21 05:00:00,Santiago,Profesional - Licenciatura,204036
149572,1988-04-25 05:00:00,Santiago,Profesional - Licenciatura,128023
149574,1988-06-10 05:00:00,Santiago,Profesional - Licenciatura,249443
149579,1988-08-31 05:00:00,Santiago,Profesional - Licenciatura,83906
149582,1987-04-15 05:00:00,Santiago,Tecnico Universitario,208586
149584,1987-02-27 05:00:00,Santiago,Profesional - Licenciatura,349527
149590,1986-07-27 05:00:00,Santiago,Profesional - Licenciatura,301623
149593,1987-07-25 05:00:00,Santiago,Profesional - Licenciatura,224730
149594,1987-08-03 05:00:00,Santiago,Especializacion - Postgrado,123930
149595,1987-10-23 05:00:00,Santiago,Profesional - Licenciatura,315947
149598,1988-02-12 05:00:00,Santiago,Profesional - Licenciatura,294720
149599,1987-05-18 05:00:00,Santiago,Especializacion - Postgrado,293413
149600,1988-04-10 05:00:00,Santiago,Profesional - Licenciatura,166110
149601,1987-05-08 05:00:00,Santiago,Profesional - Licenciatura,264161
149605,1988-04-28 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,250582
149606,1987-07-18 05:00:00,Santiago,Especializacion - Postgrado,313769
149608,1987-10-10 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,247033
149616,1988-04-30 05:00:00,Santiago,Profesional - Licenciatura,154159
149621,1987-09-17 05:00:00,Santiago,Tecnico Universitario,286098
149623,1988-03-08 05:00:00,Santiago,Profesional - Licenciatura,348131
149624,1988-02-19 05:00:00,Santiago,Profesional - Licenciatura,136189
149625,1988-09-08 05:00:00,Santiago,Profesional - Licenciatura,288874
149626,1987-12-09 05:00:00,Santiago,Profesional - Licenciatura,252461
149628,1988-10-29 05:00:00,Santiago,Profesional - Licenciatura,215352
149629,1987-10-13 05:00:00,Santiago,Especializacion - Postgrado,229840
149630,1988-07-26 05:00:00,Santiago,Profesional - Licenciatura,193084
149631,1987-12-23 05:00:00,Santiago,Bachillerato - Secundaria,99772
149632,1988-03-01 05:00:00,Santiago,Tecnico Universitario,176262
149634,1988-05-26 05:00:00,Santiago,Profesional - Licenciatura,344457
149635,1988-02-04 05:00:00,Santiago,Maestria,125599
149638,1989-01-23 05:00:00,Santiago,Profesional - Licenciatura,150103
149640,1988-07-04 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,240782
149642,1988-09-28 05:00:00,Santiago,Especializacion - Postgrado,162176
149643,1988-10-12 05:00:00,Santiago,Profesional - Licenciatura,121663
149648,1988-08-25 05:00:00,Santiago,Profesional - Licenciatura,327796
149651,1988-08-20 05:00:00,Santiago,Profesional - Licenciatura,284325
149657,1988-06-05 05:00:00,Santiago,Profesional - Licenciatura,188120
149667,2021-12-04 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,260897
149668,1988-12-22 05:00:00,Santiago,Profesional - Licenciatura,69968
149673,1988-09-23 05:00:00,Santiago,Profesional - Licenciatura,274033
149674,1988-09-30 05:00:00,Santiago,Profesional - Licenciatura,115537
149677,1989-02-13 05:00:00,Santiago,Profesional - Licenciatura,99624
149678,1989-05-10 05:00:00,Santiago,Profesional - Licenciatura,200274
149734,1989-07-04 05:00:00,Santiago,Profesional - Licenciatura,140897
149735,1988-12-10 05:00:00,Santiago,Profesional - Licenciatura,271566
149749,1989-06-01 05:00:00,Santiago,Profesional - Licenciatura,306456
149752,1989-07-08 05:00:00,Santiago,Profesional - Licenciatura,155347
149753,1989-07-16 05:00:00,Santiago,Profesional - Licenciatura,323469
149754,1989-08-03 05:00:00,Santiago,Especializacion - Postgrado,339856
149757,1988-12-19 05:00:00,Santiago,Bachillerato - Secundaria,90717
149763,1988-09-16 05:00:00,Santiago,Profesional - Licenciatura,101736
149764,1988-10-31 05:00:00,Santiago,Profesional - Licenciatura,340974
149766,1989-07-18 05:00:00,Santiago,Profesional - Licenciatura,225718
149767,1989-05-14 05:00:00,Santiago,Profesional - Licenciatura,197538
149770,1988-06-27 05:00:00,Santiago,Profesional - Licenciatura,271835
149774,1989-07-15 05:00:00,Santiago,Profesional - Licenciatura,299055
149777,1989-08-13 05:00:00,Santiago,Profesional - Licenciatura,202503
149784,1989-09-05 05:00:00,Santiago,Profesional - Licenciatura,227172
149785,1989-09-19 05:00:00,Santiago,Bachillerato - Secundaria,111599
149789,1989-08-04 05:00:00,Santiago,Especializacion - Postgrado,329900
149790,1989-06-25 05:00:00,Santiago,Tecnico Universitario,260912
149794,1989-08-20 05:00:00,Santiago,Profesional - Licenciatura,141708
149796,1990-03-14 05:00:00,Santiago,Especializacion - Postgrado,339984
149800,1992-08-29 05:00:00,Santiago,Profesional - Licenciatura,265344
149802,1992-09-24 05:00:00,Santiago,Especializacion - Postgrado,276540
149803,1984-05-09 05:00:00,Santiago,Profesional - Licenciatura,252549
149805,1989-07-30 05:00:00,Santiago,Bachillerato - Secundaria,160488
149806,1992-09-10 05:00:00,Santiago,Profesional - Licenciatura,267921
149811,1990-08-03 05:00:00,Santiago,Profesional - Licenciatura,269518
149812,1991-10-22 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,275564
149814,1992-05-10 05:00:00,Santiago,Especializacion - Postgrado,116461
149816,1992-08-30 05:00:00,Santiago,Especializacion - Postgrado,265025
149817,1990-06-27 05:00:00,Santiago,Especializacion - Postgrado,305507
149819,1990-07-06 05:00:00,Santiago,Profesional - Licenciatura,180941
149821,1990-01-29 05:00:00,Santiago,Especializacion - Postgrado,144494
149824,1992-03-28 05:00:00,Santiago,Profesional - Licenciatura,265008
149827,2021-04-16 05:00:00,Santiago,Tecnico Universitario,330107
149829,1990-02-15 05:00:00,Santiago,Profesional - Licenciatura,341865
149830,1992-01-19 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,303278
149832,1992-07-17 05:00:00,Santiago,Profesional - Licenciatura,242719
149833,1992-01-07 05:00:00,Santiago,Profesional - Licenciatura,187589
149835,1992-07-15 05:00:00,Santiago,Profesional - Licenciatura,150614
149840,1990-08-30 05:00:00,Santiago,Profesional - Licenciatura,131406
